subject,birthdate,deathdate,age_at_death,species,sex,social_environment,housing,diet,measurement,measurements,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70
DL-er-2,1990-03-01,2015-08-25,25.48,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,12,,,,8.36,9.24,9.36,,,,,,,9.74,9.06,,7.6,8.55,,,8.69,8.66,10.35,,8.15,,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-3,1992-04-21,2005-07-09,13.22,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,2,,,,8.81,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-4,1994-06-03,2016-10-03,22.33,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,3,,9.12,,,,,,8.1,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-5,1995-04-07,2015-06-16,20.19,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,8,,,,,,,,8.77,8.47,9.1,8.12,,,8.25,,9.6,,10,,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-6,1986-06-12,2015-09-08,29.24,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,9,,,,,,,,8.55,9.41,,,,7.72,,,,8.64,7.66,,7.7,,,7.74,,7.92,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-7,1988-04-21,,,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,5,,,,,,7.57,9.03,6.78,,,,,9.45,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-8,1991-04-30,,,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,4,,,,,8.89,,,,,,9.66,,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-9,1992-04-29,2018-08-17,26.30,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,10,,,,9.19,,,,,,,8.69,,8.32,8.41,7.42,,8.6,,8.02,,8.07,,,8.79,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-1,1980-05-18,2014-12-10,34.56,White-headed Brown Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,7,,,,,,,,,,,,,,7.08,7.6,8.04,,,,,,,,,,,6.61,,7.03,,6.66,,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-2,1988-07-11,2015-12-07,27.41,White-headed Brown Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,9,,,,,,6.79,7.68,,,,,,,,7.11,8.71,,,7.12,7.29,,6.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-4,1982-05-29,2003-07-02,21.09,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,3,,,,,,,,,,,,7.1,,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-5,1983-06-02,2006-03-11,22.77,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,4,,,,,,,,,,,8.1,,7.59,,,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-6,1986-04-16,2015-03-30,28.96,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,6,,,,,,,,,,7.295,,,,,,,6.17,,5.44,,6.94,,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-7,1987-05-07,,,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,4,,,,,,,6.53,,7.1,,,,,,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-11,1995-03-25,2019-08-19,24.40,Collared Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,3,,,,,,,,,,,,,,,7.64,,,6.44,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-13,1983-05-11,2004-05-04,20.98,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,4,,,,,,,,,,,7.08,,7.54,,,,,,,8.02,7.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-14,1985-03-27,2007-10-05,22.52,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,4,,,,,,,,6.62,,,8.23,,,,,,,6.81,,,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-15,1986-03-16,2011-05-14,25.16,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,11,,,,,,,6.69,,8.12,7.85,7.81,,,,,,6.94,,6.21,5.85,,,7.12,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-16,1987-03-25,,,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,1,,,,,,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-17,1987-05-21,2011-03-28,23.85,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,8,,,,,,,,,,,8.055,,9.13,,7.22,,,6.16,7.195,,,,6.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-18,1988-04-14,2015-10-06,27.48,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,9,,,,,,,,7.21,,,,,,,7.24,6.82,6.42,,,6.22,7.01,,,5.77,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-19,1989-04-07,1994-01-28,4.81,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,1,,,,,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-2,1981-04-12,2005-11-20,24.61,Collared Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,6,,,,,,,,,,,,6.38,,,7.71,8.59,,,,,,8.02,,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-20,1989-05-31,,,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,3,,,,,8.09,,10.42,7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-21,1990-06-16,2010-07-02,20.04,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,9,,,,,8.845,8.75,,,,,,,8.11,6.81,,7.34,6.65,,,7.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-22,1991-04-30,2000-08-29,9.33,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,2,,,,,,,8.68,,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-23,1991-05-09,,,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,6,,,7.85,,7.88,,,,,,,7.32,,,7.32,,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-24,1992-03-31,2020-11-18,28.63,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,4,,,,8.01,,,,,,,8.16,,,7.1,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-25,1993-05-31,,,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,7,,,,,,,,,,9.43,,6.96,,6.9,7.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-26,1994-04-16,,,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,3,,,,,,,,,,9.52,,7.17,,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-27,1993-07-25,2020-08-22,27.08,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,14,,8.61,,7.98,8.09,8.28,6.71,9.38,,8.19,,7.98,,8.07,8.63,,7.11,6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-28,1983-04-19,2008-06-07,25.13,Collared Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,7,,,,,,,,,,5.395,6.91,,8.52,,,,,,7.11,,,,5.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-29,1992-03-31,,,Collared Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,3,,,8.9,9.47,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-30,1980-06-29,1998-08-02,18.09,Collared Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,2,,,,,,,,,,,,7.18,,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-4,1985-04-08,2014-03-05,28.91,Collared Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,10,,,,,,,,,7.85,,9.45,,,,,,,9.8,,8.06,7.2,8.9,7.29,,7.37,7.35,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-5,1987-03-23,2015-02-14,27.89,Collared Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,4,,,,,,7.14,7.68,,8.04,,,,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-6,1987-03-25,,,Collared Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,9,,,,,,,,,10.1,,,,,,,,,7.29,6.65,,,6.87,,,,8,,7.99,8.66,,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-7,1988-03-18,,,Collared Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,11,,,,,6.89,7,,9.37,,,,,,,8.29,,7.17,6.585,,,8.8,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-8,1989-04-18,2014-11-24,25.60,Collared Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,7,,,,,,,,,7.91,,,,8.62,,,,6.92,,7.02,,7.36,,7.37,,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-9,1990-04-02,2007-10-23,17.56,Collared Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,5,,,,,8.12,7.87,,,,,,,,,6.49,,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ff-1,1984-03-31,2014-01-22,29.81,Common Brown Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,6,,,,,,,,,7.16,,,,,,,,,,9.23,8.07,,9.19,7.31,,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ff-2,1985-05-14,2004-02-16,18.76,Common Brown Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,2,,,,,,,,8.52,,,,,,,,,,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-1,1978-04-15,1999-07-07,21.23,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,1,,,,,,,,,,,,,,,,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-12,1995-03-24,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,9,,,,,,,,,,9.2,,7.27,,7.34,,8.11,,,,,8.59,8.665,9.3,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-13,1996-03-26,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,4,,,,,,9.55,,9.78,,,6.93,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-15,1983-03-03,2013-06-21,30.30,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7.27,,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-16,1986-03-30,2006-07-10,20.28,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,12,,,,,,,,7.66,,8.95,,,,,8.99,,7.12,,,,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-17,1987-03-18,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,3,,,,,,,6.93,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-18,1987-04-30,2006-10-21,19.47,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,5,,,,,,,,7.835,9.245,,,,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-19,1989-03-19,2002-12-10,13.73,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,1,,,,,,8.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-20,1989-04-19,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,11,,,,,,8.69,8.635,,,,,,,8.78,,7.65,,7.03,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-21,1990-03-19,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,2,,,,7.09,,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-22,1991-03-11,2003-09-07,12.49,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,2,,,,,,,,,,,9.74,,9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-23,1992-03-01,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,9,,7.72,,8.82,9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-24,1993-03-14,2017-08-09,24.40,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,10,,8.56,8.69,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-25,1995-03-15,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,1,,,,,,,,,,,,,,,6.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-27,1983-04-22,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,1,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-4,1986-03-19,2019-08-06,33.38,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,1,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-5,1991-03-12,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,9,,,6.93,,8.3,8.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-6,1992-03-08,2015-02-05,22.91,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,4,,,,,,,,,,9.35,,9.37,,,7.29,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-7,1994-02-22,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,8,9.02,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-8,1994-04-07,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,10,7.875,7.87,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-1,1986-04-30,2009-09-14,23.37,Sanford's Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,5,,,,,,,,,,8.33,,,,,,,6.71,7.77,,5.39,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-10,1991-04-22,2020-05-13,29.06,Sanford's Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,5,,,,,8.22,,,,,,7.31,,7.08,,6.46,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-11,1993-05-12,2007-11-18,14.52,Sanford's Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,5,,7.46,5.92,,,,,,,7.78,8.73,,,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-2,1987-05-02,2007-12-03,20.59,Sanford's Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,1,,,,,,,,,7.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-3,1988-04-07,2011-03-25,22.97,Sanford's Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,4,,,,,,,,8.9,,,,,,,8.4,,,6.77,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-5,1990-05-17,2012-03-23,21.85,Sanford's Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,5,,,,,8.72,,,,,,,7.56,,7.16,,5.63,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-6,1992-06-30,2013-02-28,20.66,Sanford's Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,5,,,8.29,,,,,,,,8.57,8.32,6.04,,7.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-7,1985-11-29,2007-10-03,21.84,Sanford's Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,4,,,,,,,,,,7.87,,,,,,,7.69,,,6.68,,6.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-8,1989-05-18,2006-09-15,17.33,Sanford's Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,5,,,,,,8.15,8.12,,,6.21,,,,6.62,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-9,1990-07-02,,,Sanford's Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,3,,,,7.21,8.13,,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-1,1975-06-23,1998-11-09,23.38,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,1,,,,,,,,,,,,,,,,,,,,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-10,1995-05-06,,,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,12,,,,,,,11.2,,,,,12.37,9.89,11.02,,11.26,,10.68,12.28,,11.53,,,11.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-11,1995-05-09,2011-08-01,16.23,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,2,,,,,,,,14.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-12,1996-04-09,2008-10-23,12.54,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,1,,,11.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-14,1998-05-09,2012-08-21,14.28,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,6,,,,,11.18,,12.57,,13.12,,11.28,,12.61,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-15,1998-09-11,2014-01-02,15.31,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,6,,,,,9.61,12.27,,11.03,,10.98,,,11.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-16,1998-10-06,2017-08-11,18.85,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,8,,,,10.5,,9.23,,,10.585,10.49,,,11.68,10.19,,7.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-18,1983-11-26,1996-06-15,12.55,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,1,,,,,,,,,,,13.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-19,1989-05-22,2010-02-10,20.72,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,7,,,,,,12.71,,,,11.3,,,,9.51,9.755,,8.31,,8.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-2,1988-04-14,2000-04-16,12.01,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,2,,,,,,,,,,,8.72,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-20,1991-05-15,1998-07-01,7.13,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,1,,,,,,,,9.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-21,1993-05-03,2003-04-30,9.99,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,2,,15.69,,15.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-22,1993-05-21,2001-07-12,8.14,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,2,11.38,,,9.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-23,1993-09-08,,,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,2,,11.11,,,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-24,1993-09-08,2009-06-05,15.74,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,2,,13.81,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-26,1996-03-27,2009-02-25,12.91,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,5,,,,,,,12.08,12.925,11.06,,10.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-27,1997-04-08,,,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,8,,,,,11,,12.4,10.2,,12.45,,,,11.87,,12.39,,12.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-28,1989-05-22,1994-02-28,4.77,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,1,,,,,10.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-29,1987-04-14,1997-07-23,10.27,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Red Blood Cells,1,,,,,,,,10.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-3,1989-05-01,2003-01-31,13.75,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,3,,,,,10.62,12.09,,,,,,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-4,1990-05-25,2004-09-29,14.34,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Red Blood Cells,2,,,,,15.69,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
