subject,birthdate,deathdate,age_at_death,species,sex,social_environment,housing,diet,measurement,measurements,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70
DL-er-8,1991-04-30,,,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,4,,,,,148,,,,,,354,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-9,1992-04-29,2018-08-17,26.30,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,10,,,,105,,,,,,,169,,1040,352,1350,,254,,315,,375,,,339,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-1,1980-05-18,2014-12-10,34.56,White-headed Brown Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,6,,,,,,,,,,,,,,48,812,202,,,,,,,,,,,258,,396,,,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-2,1988-07-11,2015-12-07,27.41,White-headed Brown Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,6,,,,,,,,,,,,,,,216,820,,,237,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-4,1982-05-29,2003-07-02,21.09,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,3,,,,,,,,,,,,69,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-5,1983-06-02,2006-03-11,22.77,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,4,,,,,,,,,,,680,,51,,,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-6,1986-04-16,2015-03-30,28.96,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,6,,,,,,,,,,705,,,,,,,102,,104,,154,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-7,1987-05-07,,,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,2,,,,,,,100,,,,,,,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-11,1995-03-25,2019-08-19,24.40,Collared Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,3,,,,,,,,,,,,,,,228,,,0,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-13,1983-05-11,2004-05-04,20.98,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,2,,,,,,,,,,,,,,,,,,,,721,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-14,1985-03-27,2007-10-05,22.52,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,4,,,,,,,,0,,,120,,,,,,,410,,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-15,1986-03-16,2011-05-14,25.16,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,11,,,,,,,0,,156,55,197.5,,,,,,770,,672,180,,,219,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-16,1987-03-25,,,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-17,1987-05-21,2011-03-28,23.85,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,8,,,,,,,,,,,1027,,399,,1260,,,504,692,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-18,1988-04-14,2015-10-06,27.48,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,9,,,,,,,,68,,,,,,,336,225,183,,,247.5,128,,,0,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-19,1989-04-07,1994-01-28,4.81,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,1,,,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-2,1981-04-12,2005-11-20,24.61,Collared Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,6,,,,,,,,,,,,0,,,0,427.5,,,,,,318,,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-20,1989-05-31,,,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,3,,,,,0,,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-21,1990-06-16,2010-07-02,20.04,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,9,,,,,310,368,,,,,,,560,508,,910,632,,,769.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-22,1991-04-30,2000-08-29,9.33,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,2,,,,,,,166,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-23,1991-05-09,,,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,6,,,70,,34,,,,,,,462,,,420,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-24,1992-03-31,2020-11-18,28.63,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,4,,,,52,,,,,,,1020,,,194,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-25,1993-05-31,,,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,7,,,,,,,,,,325,,330,,372,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-26,1994-04-16,,,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,3,,,,,,,,,,225,,136,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-27,1993-07-25,2020-08-22,27.08,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,13,,340,,672,,560,258,616,,135,,81,,240,114,,228.5,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-28,1983-04-19,2008-06-07,25.13,Collared Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,5,,,,,,,,,,0,0,,,,,,,,400,,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-29,1992-03-31,,,Collared Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,3,,,378,0,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-30,1980-06-29,1998-08-02,18.09,Collared Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,2,,,,,,,,,,,,150,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-4,1985-04-08,2014-03-05,28.91,Collared Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,10,,,,,,,,,238,,67,,,,,,,496,,168,316,135,344,,89,312,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-5,1987-03-23,2015-02-14,27.89,Collared Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,4,,,,,,59,101,,36,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-6,1987-03-25,,,Collared Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,8,,,,,,,,,,,,,,,,,,488,336,,,344,,,,595,,798,257.5,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-7,1988-03-18,,,Collared Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,10,,,,,17,0,,33,,,,,,,204,,112,165,,,288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-8,1989-04-18,2014-11-24,25.60,Collared Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,6,,,,,,,,,154,,,,707,,,,228,,261,,,,260,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-9,1990-04-02,2007-10-23,17.56,Collared Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,5,,,,,0,204,,,,,,,,,520,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ff-1,1984-03-31,2014-01-22,29.81,Common Brown Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,6,,,,,,,,,88,,,,,,,,,,256,249,,285,365,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ff-2,1985-05-14,2004-02-16,18.76,Common Brown Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,2,,,,,,,,51,,,,,,,,,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-12,1995-03-24,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,8,,,,,,,,,,75,,212,,231,,0,,,,,411,415.5,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-13,1996-03-26,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,4,,,,,,184,,0,,,132,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-15,1983-03-03,2013-06-21,30.30,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,2,,,,,,,,,,,,,,,,,,,,,,,,,,,196,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-16,1986-03-30,2006-07-10,20.28,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,9,,,,,,,,,,69,,,,,,,212,,,,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-17,1987-03-18,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,3,,,,,,,29,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-18,1987-04-30,2006-10-21,19.47,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,5,,,,,,,,129,112.5,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-19,1989-03-19,2002-12-10,13.73,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,1,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-20,1989-04-19,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,9,,,,,,135,79,,,,,,,51,,216,,255,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-21,1990-03-19,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,2,,,,0,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-22,1991-03-11,2003-09-07,12.49,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,1,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-23,1992-03-01,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,7,,96,,106,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-24,1993-03-14,2017-08-09,24.40,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,8,,222.5,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-25,1995-03-15,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,1,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-27,1983-04-22,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,1,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-4,1986-03-19,2019-08-06,33.38,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,1,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-5,1991-03-12,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,9,,,140,,174,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-6,1992-03-08,2015-02-05,22.91,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,3,,,,,,,,,,273,,,,,288,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-7,1994-02-22,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,8,702,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-8,1994-04-07,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,10,915,76,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-1,1986-04-30,2009-09-14,23.37,Sanford's Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,5,,,,,,,,,,100,,,,,,,159,112,,213,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-10,1991-04-22,2020-05-13,29.06,Sanford's Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,5,,,,,75,,,,,,204,,55,,183,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-11,1993-05-12,2007-11-18,14.52,Sanford's Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,5,,0,74,,,,,,,204,249,,,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-2,1987-05-02,2007-12-03,20.59,Sanford's Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,1,,,,,,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-3,1988-04-07,2011-03-25,22.97,Sanford's Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,4,,,,,,,,80,,,,,,,200,,,188,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-5,1990-05-17,2012-03-23,21.85,Sanford's Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,5,,,,,162,,,,,,,288,,120,,141,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-6,1992-06-30,2013-02-28,20.66,Sanford's Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,5,,,0,,,,,,,,390,330,204,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-7,1985-11-29,2007-10-03,21.84,Sanford's Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,4,,,,,,,,,,81,,,,,,,98,,,240,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-8,1989-05-18,2006-09-15,17.33,Sanford's Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,5,,,,,,0,184,,,235,,,,276,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-9,1990-07-02,,,Sanford's Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,2,,,,,55,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-1,1975-06-23,1998-11-09,23.38,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,1,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-10,1995-05-06,,,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,12,,,,,,,63,,,,,144,340,306,,52,,192,213,,81,,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-11,1995-05-09,2011-08-01,16.23,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,2,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-12,1996-04-09,2008-10-23,12.54,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,1,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-14,1998-05-09,2012-08-21,14.28,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,6,,,,,295,,243,,390,,159,,640,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-15,1998-09-11,2014-01-02,15.31,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,5,,,,,220,180.5,,,,204,,,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-16,1998-10-06,2017-08-11,18.85,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,8,,,,102,,188,,,580,356,,,470,288,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-18,1983-11-26,1996-06-15,12.55,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,1,,,,,,,,,,,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-19,1989-05-22,2010-02-10,20.72,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,11,,,,,,86,,,,265,,,,390,347,,711,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-2,1988-04-14,2000-04-16,12.01,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,2,,,,,,,,,,,184,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-20,1991-05-15,1998-07-01,7.13,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,1,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-21,1993-05-03,2003-04-30,9.99,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,2,,242,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-22,1993-05-21,2001-07-12,8.14,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,2,0,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-23,1993-09-08,,,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,2,,80,,,,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-24,1993-09-08,2009-06-05,15.74,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,2,,375,,,,,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-25,1994-05-13,2005-03-14,10.84,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,1,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-26,1996-03-27,2009-02-25,12.91,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,6,,,,,,,240,352.5,340,,316,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-27,1997-04-08,,,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,7,,,,,153,,0,45,,154,,,,177,,,,210.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-28,1989-05-22,1994-02-28,4.77,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,1,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-29,1987-04-14,1997-07-23,10.27,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Monocytes-Abs,1,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-3,1989-05-01,2003-01-31,13.75,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,3,,,,,77,81,,,,,,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-4,1990-05-25,2004-09-29,14.34,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,2,,,,,276,,,,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-5,1991-07-08,2003-06-29,11.97,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,5,488,,,252,,67,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-6,1992-05-03,2003-04-29,10.99,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,2,,,0,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-7,1994-03-20,2012-09-18,18.50,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,6,,,,,,,,,258,,426,,188,,208,,309,,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-9,1995-03-22,2018-09-16,23.49,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Monocytes-Abs,1,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gm-11,2002-08-09,2010-03-27,7.63,Lesser Bushbaby,Female,Mixed,Inside,Chow,Monocytes-Abs,2,,,,,,,108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gm-17,1991-09-03,1999-05-10,7.69,Lesser Bushbaby,Male,Mixed,Inside,Chow,Monocytes-Abs,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gm-18,1992-05-17,2002-10-23,10.43,Lesser Bushbaby,Male,Mixed,Inside,Chow,Monocytes-Abs,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gm-19,2001-02-03,2010-07-26,9.48,Lesser Bushbaby,Male,Mixed,Inside,Chow,Monocytes-Abs,4,,,88,160,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gm-2,1989-01-01,1998-11-13,9.87,Lesser Bushbaby,Female,Mixed,Inside,Chow,Monocytes-Abs,1,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gm-20,2002-08-09,2009-05-12,6.76,Lesser Bushbaby,Male,Mixed,Inside,Chow,Monocytes-Abs,2,,84,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gm-21,1999-03-05,2007-02-15,7.94,Lesser Bushbaby,Male,Mixed,Inside,Chow,Monocytes-Abs,2,,,,135,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
