subject,birthdate,deathdate,age_at_death,species,sex,social_environment,housing,diet,measurement,measurements,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70
DL-er-2,1990-03-01,2015-08-25,25.48,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,8,,,,3795,3337,3080,,,,,,,13311,,,1989,3536,,,,,,,2380,,9688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-3,1992-04-21,2005-07-09,13.22,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,1584,9440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-4,1994-06-03,2016-10-03,22.33,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,3,,2992,,,,,,3312,2666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-5,1995-04-07,2015-06-16,20.19,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,,,,,,,,2124,45,4185,,,5405,,3201,,3268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-6,1986-06-12,2015-09-08,29.24,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,9,,,,,,,,5576,3822,,,,4554,,,,4144,2788,,2337,,,4316,,2920,,4154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-7,1988-04-21,,,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,4,,,,,,,6305,1292,,,,,4662,5427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-8,1991-04-30,,,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,4,,,,,2590,,,,,,5029.5,,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-9,1992-04-29,2018-08-17,26.30,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,10,,,,6825,,,,,,,9295,,5824,6512,8100,,9144,,6405,,4275,,,8701,10044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-1,1980-05-18,2014-12-10,34.56,White-headed Brown Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,,,,,,,,,,,,,1104,3828,2020,,,,,,,,,,,5246,,5445,,,,4914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-2,1988-07-11,2015-12-07,27.41,White-headed Brown Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,,,,,,,,,,,,,,6372,11275,,,4582,2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-4,1982-05-29,2003-07-02,21.09,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,3,,,,,,,,,,,,2484,,2209.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-5,1983-06-02,2006-03-11,22.77,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,4,,,,,,,,,,,1972,,1945.5,,,2958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-6,1986-04-16,2015-03-30,28.96,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,,,,,,,,,3539.5,,,,,,,2805,,2704,,5159,,4240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-7,1987-05-07,,,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,,,,3300,,,,,,,,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-11,1995-03-25,2019-08-19,24.40,Collared Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,3,,,,,,,,,,,,,,,6498,,,5044,4940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-13,1983-05-11,2004-05-04,20.98,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,,,,,,,,,,,,,,,,,7416,5148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-14,1985-03-27,2007-10-05,22.52,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,4,,,,,,,,2904,,,920,,,,,,,3198,,,5888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-15,1986-03-16,2011-05-14,25.16,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,11,,,,,,,3870,,4680,3355,4199,,,,,,3465,,4032,5830,,,3504,3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-16,1987-03-25,,,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,3332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-17,1987-05-21,2011-03-28,23.85,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,8,,,,,,,,,,,11845.5,,7581,,13650,,,7728,12071.5,,,,7872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-18,1988-04-14,2015-10-06,27.48,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,9,,,,,,,,1836,,,,,,,4284,5550,4026,,,4186.5,4672,,,4500,2538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-19,1989-04-07,1994-01-28,4.81,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-2,1981-04-12,2005-11-20,24.61,Collared Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,,,,,,,,,,,1152,,,504,4337.5,,,,,,3922,,3834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-20,1989-05-31,,,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,3,,,,,9006,,720,4888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-21,1990-06-16,2010-07-02,20.04,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,9,,,,,10170,5704,,,,,,,9660,9779,,8450,9954,,,11681.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-22,1991-04-30,2000-08-29,9.33,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,,,,3071,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-23,1991-05-09,,,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,,3500,,510,,,,,,,3894,,,6300,,5418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-24,1992-03-31,2020-11-18,28.63,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,4,,,,1352,,,,,,,5610,,,6596,4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-25,1993-05-31,,,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,7,,,,,,,,,,4680,,1716,,6417,3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-26,1994-04-16,,,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,3,,,,,,,,,,4200,,4148,,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-27,1993-07-25,2020-08-22,27.08,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,13,,2550,,2688,,840,989,2288,,2250,,2697,,3480,2223,,4899,5724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-28,1983-04-19,2008-06-07,25.13,Collared Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,,,,,,,,1858.5,2520,,,,,,,,3120,,,,4399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-29,1992-03-31,,,Collared Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,3,,,6174,756,3738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-30,1980-06-29,1998-08-02,18.09,Collared Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,,,,,,,,,4875,,3392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-4,1985-04-08,2014-03-05,28.91,Collared Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,10,,,,,,,,,2380,,2211,,,,,,,7812,,3752,4108,10800,4730,,5340,7072,,,4488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-5,1987-03-23,2015-02-14,27.89,Collared Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,4,,,,,,4248,2222,,936,,,,3096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-6,1987-03-25,,,Collared Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,8,,,,,,,,,,,,,,,,,,6954,4788,,,5934,,,,5593,,4123,5047,,6887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-7,1988-03-18,,,Collared Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,10,,,,,1137,1003,,627,,,,,,,2312,,1904,2649,,,2880,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-8,1989-04-18,2014-11-24,25.60,Collared Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,,,,,,,,4004,,,,5353,,,,4712,,4959,,,,5460,,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-9,1990-04-02,2007-10-23,17.56,Collared Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,,,5110,9051,,,,,,,,,2860,,4218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ff-1,1984-03-31,2014-01-22,29.81,Common Brown Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,,,,,,,,2024,,,,,,,,,,2176,2739,,2280,3577,,3905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ff-2,1985-05-14,2004-02-16,18.76,Common Brown Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,,,,,867,,,,,,,,,,2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-12,1995-03-24,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,8,,,,,,,,,,4200,,2756,,4081,,3720,,,,,9042,3213,5772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-13,1996-03-26,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,4,,,,,,6900,,1909,,,2112,2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-15,1983-03-03,2013-06-21,30.30,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5880,,4623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-16,1986-03-30,2006-07-10,20.28,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,10,,,,,,,,2420,,2280,,,,,,,2968,,,,5247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-17,1987-03-18,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,3,,,,,,,4378,,4028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-18,1987-04-30,2006-10-21,19.47,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,,,,,,4013,2529,,,,3822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-19,1989-03-19,2002-12-10,13.73,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,6120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-20,1989-04-19,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,9,,,,,,3000,4345,,,,,,,2652,,3672,,4335,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-21,1990-03-19,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,800,,2438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-22,1991-03-11,2003-09-07,12.49,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,,,,,,7980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-23,1992-03-01,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,7,,1728,,1484,5742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-24,1993-03-14,2017-08-09,24.40,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,8,,5318.5,2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-25,1995-03-15,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,,,,,,,,,,3496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-27,1983-04-22,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,,,,,,3520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-4,1986-03-19,2019-08-06,33.38,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,,,,,,,,,,,3080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-5,1991-03-12,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,9,,,10500,,944,3535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-6,1992-03-08,2015-02-05,22.91,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,3,,,,,,,,,,5460,,,,,3456,1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-7,1994-02-22,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,8,4290,1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-8,1994-04-07,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,10,8195,1708,,,,3698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-1,1986-04-30,2009-09-14,23.37,Sanford's Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,,,,,,,,1300,,,,,,,2438,2408,,3053,2412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-10,1991-04-22,2020-05-13,29.06,Sanford's Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,,,4125,,,,,,2295,,2915,,2806,3618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-11,1993-05-12,2007-11-18,14.52,Sanford's Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,1127,1813,,,,,,,3570,5063,,,3886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-2,1987-05-02,2007-12-03,20.59,Sanford's Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,,,,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-3,1988-04-07,2011-03-25,22.97,Sanford's Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,4,,,,,,,,1360,,,,,,,1680,,,2491,1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-5,1990-05-17,2012-03-23,21.85,Sanford's Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,,,5427,,,,,,,3672,,2400,,1880,2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-6,1992-06-30,2013-02-28,20.66,Sanford's Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,4440,,,,,,,,3640,4686,2992,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-7,1985-11-29,2007-10-03,21.84,Sanford's Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,4,,,,,,,,,,3321,,,,,,,2646,,,4440,,3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-8,1989-05-18,2006-09-15,17.33,Sanford's Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,,,,720,1656,,,2773,,,,6716,2840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-9,1990-07-02,,,Sanford's Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,,1760,,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-1,1975-06-23,1998-11-09,23.38,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,,,,,,,,,,,,,,,3864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-10,1995-05-06,,,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,12,,,,,,,2646,,,,,2016,4250,2754,,1924,,2944,2201,,2673,,,2905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-11,1995-05-09,2011-08-01,16.23,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,,,,,3274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-12,1996-04-09,2008-10-23,12.54,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,3770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-14,1998-05-09,2012-08-21,14.28,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,,,,1947,,1944,,3432,,2332,,3200,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-15,1998-09-11,2014-01-02,15.31,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,,,1716,2011.5,,,,2244,,,2665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-16,1998-10-06,2017-08-11,18.85,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,8,,,,2040,,3384,,,7278.5,4005,,,4136,5472,,4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-18,1983-11-26,1996-06-15,12.55,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,,,,,,4292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-19,1989-05-22,2010-02-10,20.72,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,11,,,,,,1720,,,,2756,,,,2808,4426.5,,3950,,9680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-2,1988-04-14,2000-04-16,12.01,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,,,,,,,,3726,2652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-20,1991-05-15,1998-07-01,7.13,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,,,6391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-21,1993-05-03,2003-04-30,9.99,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,4961,,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-22,1993-05-21,2001-07-12,8.14,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,440,,,2928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-23,1993-09-08,,,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,480,,,,,2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-24,1993-09-08,2009-06-05,15.74,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,2400,,,,,6365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-25,1994-05-13,2005-03-14,10.84,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,2236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-26,1996-03-27,2009-02-25,12.91,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,,,,,,2760,5541,5100,,4740,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-27,1997-04-08,,,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,7,,,,,2958,,2655,2250,,5005,,,,3304,,,,5326.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-28,1989-05-22,1994-02-28,4.77,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,2379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-29,1987-04-14,1997-07-23,10.27,Eastern Lesser Bamboo Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,,,1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-3,1989-05-01,2003-01-31,13.75,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,3,,,,,4466,648,,,,,,,,2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
